Mass,RT
510.2235,2.73
510.2243,3.47
510.2812,3.49
510.3736,10.59
510.9873,6.95
511.034,10.78
511.0669,10.51
511.0889,10.64
511.125,10.7
511.9291,7.59
511.9371,7.62
511.9375,4.76
511.9393,6.28
511.9669,6.97
511.9902,6.95
512.0681,10.51
512.2063,3.38
512.2236,4.2
512.2399,2.71
512.2404,3.67
512.2455,2.99
512.2588,3.51
512.2845,3.14
512.3519,10.63
512.357,3.68
512.4177,10.84
512.4795,11.08
512.9686,10.2
512.991,6.89
513.0659,10.51
513.2433,3.88
513.36,3.68
513.421,10.84
513.4378,8.31
513.9375,7.7
513.9497,7.64
513.9669,7.45
513.9698,4.78
513.9737,4.37
513.9845,4.87
513.9863,6.01
514.0112,7.05
514.2551,3.78
514.2561,2.95
514.9656,10.21
515.2594,2.97
515.332,3.67
515.9082,7.68
515.9311,4.63
515.9319,7.84
515.9868,6
515.9872,10.2
516.1966,2.52
516.2708,5.14
516.2761,2.97
516.3348,3.67
516.9103,7.87
516.9325,4.14
516.9348,7.9
516.99,10.2
517.9048,7.87
517.9279,7.9
517.9843,10.2
518.0109,1.36
518.1802,2.44
518.2117,3.31
518.2498,4.14
518.2502,3.61
518.2935,3.37
518.3359,7.88
518.3816,8.33
518.4305,10.36
518.9613,6.58
519.2968,3.37
519.901,7.87
519.945,4.41
519.9729,1.19
519.9741,7.92
519.9868,7.48
520.0094,1.35
520.1557,6.13
520.1913,2.74
520.2268,3.48
520.2317,3.47
520.2666,4.07
520.299,3.37
520.3964,8.75
520.4111,8.37
520.9741,7.26
520.977,7.83
521.3995,8.83
521.9603,4.43
522.0893,9.28
522.0893,10.4
522.1433,10.68
522.1776,8.54
522.3176,5.54
522.4021,10.85
522.4236,8.67
522.4639,10.58
523.0898,9.26
523.0898,10.13
523.0907,10.72
523.1441,9.74
523.1442,10.68
523.1815,8.54
523.3209,5.58
523.4072,10.82
524.008,6.83
524.0697,10.39
524.0769,10.24
524.0864,10.33
524.0871,9.29
524.1226,9.44
524.1422,10.67
524.1943,2.4
524.2226,3.1
524.2357,3.49
524.2593,3.48
524.2818,4.69
524.2832,3.76
524.32,4.68
524.3326,5.45
524.3545,10.19
524.9569,4.37
525.0717,10.4
525.1181,10.71
525.1375,10.65
525.4745,9.85
525.9363,4.3
525.9705,6.96
526.0683,10.4
526.1191,10.7
526.1365,10.64
526.2059,3.35
526.2186,1.3
526.2198,3.22
526.2199,2.85
526.2984,4
526.2984,4.77
526.3354,4.64
526.3679,10.67
526.397,9.96
526.4783,9.86
526.9841,10.46
527.1173,10.7
527.222,1.34
527.3015,3.98
527.3745,9.47
527.4137,8.31
527.4208,8.3
527.4532,9.04
527.932,7.88
527.9324,4.31
527.9664,4.32
527.9684,7.24
528.1113,10.62
528.2347,2.92
528.2352,2.31
528.2353,3.49
528.2697,4.53
528.3802,8.29
528.4143,9.84
528.4565,9.05
528.9333,4.19
528.977,7.11
528.9814,10.45
529.1115,10.63
529.9312,7.86
529.961,7.4
529.9665,7.31
529.9716,4.33
529.9742,7.24
530.1085,10.32
530.2479,3.67
530.251,2.37
530.2884,4.56
530.4301,10.21
531.2543,2.35
531.464,8.56
531.9025,8.09
531.943,7.73
532.0155,10.45
532.1961,2.94
532.2282,3.48
532.2663,4.35
532.3027,4.56
532.303,2.5
532.3068,3.6
532.3086,7.37
532.443,10.22
533.0183,10.45
533.3111,7.4
533.4075,7.91
533.8996,8.09
533.9886,1.34
534.0125,10.45
534.0326,6.82
534.1447,10.42
534.158,10.56
534.221,3.41
534.2596,3.67
534.4125,10.92
534.9025,8.09
534.9918,1.37
534.9935,7.13
535.1606,10.56
535.2363,4.69
535.4151,10.93
535.8973,8.09
535.989,1.37
536.1427,10.47
536.1584,10.67
536.2226,3.33
536.2497,3.36
536.291,9.18
536.3326,5.59
536.4802,10.72
536.9863,4.39
537.142,10.89
537.1598,10.68
537.9363,4.65
537.9706,6.86
537.9817,1.39
538.1042,10.64
538.1184,10.59
538.1383,10.68
538.1571,10.72
538.2014,3.2
538.2304,3.07
538.3125,4.49
538.3334,7.21
538.3481,5.68
538.4947,10.31
539.1291,10.64
539.1387,10.72
539.3526,5.72
539.9314,7.78
539.9516,4.22
539.9619,4.33
540.1002,9.33
540.1358,10.86
540.2767,3.71
540.3147,4.22
540.3501,6.91
540.3631,5.66
540.933,4.64
540.9776,7.3
541.1014,9.33
541.3537,6.9
541.3698,5.74
541.9472,7.85
541.9648,7.01
541.981,4.26
542.2132,2.54
542.2175,3.41
542.2503,3.43
542.3655,6.65
543.2207,3.59
543.873,8.84
543.9366,7.95
543.9435,7.25
544.2287,2.45
544.2698,4.44
544.4686,7.42
544.9392,7.98
544.9583,4.78
545.8707,8.84
545.9738,7.05
546.2088,2.8
546.2441,2.5
546.2811,2.82
546.3246,3.66
546.3909,8.52
546.9679,7.6
546.993,7.01
547.9383,7.95
547.9642,7.85
548.1869,2.62
548.2203,3.39
548.2894,8.66
548.3014,3.45
548.3309,7.22
548.3499,8.35
548.3852,8.16
548.4799,10.93
549.2925,8.66
549.3878,8.09
549.9339,8.15
549.9348,4.8
549.9482,4.33
549.9549,4.64
550.2009,3.13
550.3479,7.01
550.348,5.95
550.3491,5.39
550.3912,8.1
551.3519,6.99
551.4535,10.76
551.9312,8.12
551.951,4.73
552.2189,2.74
552.2561,3.52
552.3283,4.81
552.3503,5.13
552.3649,5.59
552.4171,9.19
552.977,7.5
552.9832,7.49
553.3541,5.13
553.9652,7.07
554.3278,5.42
554.3389,4.78
554.3445,5.02
554.3656,5.03
554.3767,5.73
554.3978,10.31
555.1284,10.3
555.3335,5.48
555.9269,7.98
555.9973,4.29
556.2298,2.48
556.2668,3.15
556.3815,7.25
556.4476,9.85
556.9266,4.71
556.9593,7.02
557.1271,10.27
557.4532,9.86
558.2456,3.45
558.2796,3.41
558.2851,4.45
558.382,7.22
558.4492,10.91
558.5027,9.83
558.9666,7.67
559.2485,3.5
559.2492,1.12
559.4952,10.59
559.9376,8.02
559.9561,4.64
560.2242,2.83
560.2607,2.74
560.261,1.17
560.3028,3.2
560.4557,10.85
560.4802,10.59
561.4423,10.86
561.483,10.59
561.9033,4.77
561.933,6.07
561.9339,8
561.9346,5.14
561.9541,7.3
562.2393,3.39
562.2697,3.76
562.2735,2.66
562.2775,3.68
562.3196,3.52
562.4067,8.36
562.4628,10.71
562.4717,10.77
562.9471,4.8
562.9867,7.14
563.3231,3.52
563.3465,5.31
563.4127,8.39
563.9007,4.79
563.9499,8.06
563.9502,7.35
563.9622,7.95
564.1059,5.01
564.1539,10.97
564.2528,3.4
564.315,7.42
564.3251,3.52
564.3286,5.49
564.3476,10.73
564.5112,8.96
564.9667,5.29
564.967,7.95
565.1551,10.97
565.3192,7.36
565.3312,4.44
565.35,10.95
565.9288,8.21
566.1518,10.89
566.3437,4.95
566.3437,5.12
566.376,10.96
566.3802,6.15
566.429,10.87
566.5252,8.98
567.1528,10.92
567.3467,5.06
567.3796,10.98
567.529,8.98
567.926,8.18
568.0576,10.78
568.1504,10.92
568.3083,4.68
568.3443,3.62
568.3596,4.73
568.3741,10.97
568.3812,10.1
568.3942,6.09
568.5411,8.91
569.0588,10.78
569.3643,4.66
569.9535,1.27
569.9706,8.34
570.0563,10.78
570.1461,10.9
570.246,3.33
570.3677,8.1
570.3976,7.56
570.9742,7.56
570.9871,7.97
571.0553,10.78
571.9253,8.15
572.1177,10.36
572.2196,3.27
572.4007,7.55
572.9715,7.54
572.9836,7.86
573.1189,10.35
573.4415,10.88
573.9336,4.88
573.9341,7.98
573.9932,7.5
574.1161,10.35
574.24,2.51
574.4252,10.83
574.4437,10.88
575.1161,10.36
575.4298,10.86
575.457,10.95
575.4896,9.86
575.894,1.49
575.9335,4.75
575.9356,8.05
575.951,8.03
575.9669,7.42
576.1155,10.41
576.2477,2.47
576.2526,1.32
576.3343,3.57
576.3621,5.77
576.4403,10.78
576.46,10.95
576.9305,8.01
576.968,5.22
576.9715,7.47
577.4374,10.73
577.4448,10.81
577.4597,10.95
577.9288,8.19
577.9294,4.74
578.2684,3.53
578.3633,7.25
578.4305,9.86
578.4412,10.71
578.4597,10.93
578.9097,5.44
578.9288,8.02
578.9298,4.75
578.9757,7.56
579.366,7.3
579.5213,9.03
579.9278,8.19
579.9323,4.75
579.9553,8.01
580.2247,3.07
580.2534,3.42
580.3222,4.33
580.4477,9.97
580.5244,9.04
580.9064,5.45
580.9265,4.76
581.5371,8.93
581.9402,7.79
581.9471,7.61
581.964,5.42
582.0562,10.59
582.0669,10.76
582.1098,10.62
582.1465,10.37
582.2916,4.5
582.3392,4.23
582.4089,6.24
582.4619,10.57
582.5234,9.05
583.0572,10.68
583.11,10.66
583.1471,10.36
583.3435,3.87
583.8851,4.76
583.9336,8.04
584.0539,10.61
584.1451,10.37
584.3423,4.06
584.3512,4.49
584.4138,7.61
584.9675,5.48
584.9896,7.59
585.1452,10.36
585.3445,3.94
585.3576,4.49
585.8815,4.76
585.9928,7.64
586.2121,2.48
586.2393,3.3
586.2971,7.36
586.3254,5.21
586.4132,7.62
587.9744,8.55
588.3242,5.04
589.4368,10.79
589.4371,7.32
589.4696,9.17
589.9287,8.18
589.9675,7.25
590.0212,7.71
590.3109,3.72
590.3509,3.78
590.3659,7.58
590.3775,5.86
590.4206,10.98
590.4229,7.13
590.4382,5.19
590.4398,10.79
590.4399,7.29
590.4542,8.93
590.9746,7.95
591.3543,3.77
591.3706,6.1
591.4242,9.98
591.4518,10.76
591.9256,1.42
591.9451,5.1
591.9585,7.9
591.9757,7.94
591.9777,4.76
592.3284,3.58
592.4345,10.94
592.4549,10.77
592.4687,8.93
592.9714,10.11
592.989,7.88
593.3321,3.48
593.4371,10.95
593.4728,8.93
593.9345,8.26
594.1285,10.75
594.2286,3.32
594.2662,3.48
594.4554,10.78
594.9679,10.11
595.5165,9.05
596.1079,10.97
596.1258,10.72
596.1621,10.41
596.3197,7.43
596.4997,8.11
596.9648,8.02
597.1086,10.98
597.127,10.75
597.1632,10.39
597.3234,7.51
597.5315,9.06
597.9348,8.13
598.0892,10.96
598.106,10.95
598.1403,10.87
598.1609,10.4
598.3197,7.44
598.3677,4.95
598.3937,2.72
598.426,10.58
598.4293,8.03
598.5156,8.88
598.9653,10.57
599.0895,10.97
599.1387,10.36
599.4325,8.03
599.9297,4.9
599.9307,8.6
600.087,10.97
600.1391,10.36
600.3699,7.66
600.5318,8.68
600.984,10.11
601.1356,10.37
601.9279,8.59
601.9687,5.48
602.1362,10.37
602.2692,3.5
603.0003,10.11
603.3332,5.12
603.965,5.48
604.0011,10.11
604.1259,10.91
604.3219,3.94
604.3282,3.12
604.3827,7.9
604.448,9.74
604.4513,10.91
604.4724,8.08
604.9987,10.11
605.4679,10.87
605.9242,8.33
605.9462,5.08
605.9562,5.18
605.9567,8.13
606.2311,3.35
606.3458,3.65
606.3959,7.67
606.4331,8.35
606.4494,8.59
606.459,9.74
606.4709,10.87
606.9589,8.14
606.9608,4.76
606.9862,10.38
607.3491,3.65
607.4188,10.74
607.4474,7.19
607.4619,8.41
607.4708,10.87
607.4831,7.81
607.9543,8.13
608.1622,10.95
608.4478,3.71
608.4705,10.87
608.4781,10.86
608.9647,7.89
608.9854,10.38
609.1629,10.95
609.9358,8.18
609.968,4.89
610.044,10.09
610.1643,10.94
610.1749,10.96
610.3714,7
610.392,5.52
610.4577,10.87
610.9684,4.97
610.979,8.17
611.3954,5.52
611.4051,7.49
611.4601,10.89
611.5123,9.05
611.9304,8.31
611.9307,5.56
612.1399,10.71
612.4073,10.09
612.4075,5.42
612.4444,8.08
612.5312,10.25
613.1422,10.78
613.4108,10.07
613.5365,10.25
613.9334,8.24
613.9601,8.39
613.962,4.74
614.1187,10.26
614.1399,10.76
614.3654,4.8
614.3796,8.23
614.4113,10.22
614.4436,8.06
614.9636,5.76
614.9636,8.4
615.0008,10.38
615.4105,10.08
615.4508,8.14
615.9664,5.78
615.9672,8.42
615.9911,1.43
616.1179,10.24
616.3127,9.86
616.9261,5.22
616.9623,5.77
617.0159,10.11
617.314,9.86
617.4674,10.87
617.9581,1.43
618.3119,9.86
618.3983,8.06
618.4724,10.88
618.4879,10.94
619.0143,10.11
619.4474,7.65
619.4839,10.95
619.9202,1.24
619.9553,1.31
619.9563,4.76
619.967,8.73
619.9923,10.11
620.0081,10.14
620.2153,3.25
620.2365,4.36
620.269,5.39
620.3609,3.65
620.392,8.12
620.451,7.62
620.4869,10.95
620.5037,8.64
620.9204,6.01
620.9623,8.08
620.9932,10.11
621.0164,10.11
621.4861,10.96
621.8794,5.16
621.9535,4.8
622.5132,8.65
623.4418,7.39
623.5149,8.65
623.9323,5.42
623.9838,4.88
624.0595,10.09
624.3507,7.96
624.4738,10.92
625.9301,5.15
625.9637,7.97
626.0721,10.35
626.2785,4.47
626.3861,3.96
626.4316,9.75
626.4595,8.5
626.9662,7.98
627.353,7.95
627.9267,8.29
627.9598,5.18
628.1703,8.64
628.366,4.35
628.5264,10.89
628.889,10.38
628.9042,10.38
628.9277,5.1
629.1718,8.64
629.3694,4.35
630.1492,10.86
631.0314,10.38
631.1675,8.64
631.4133,4.58
631.4832,10.93
631.8958,8.98
631.9363,8.23
631.9374,5.26
632.4123,8.4
632.4894,10.93
633.0301,10.38
633.893,8.98
633.9359,1.43
633.9503,5.23
634.0093,10.38
634.1584,5.69
634.2621,3.48
634.3574,7.8
634.3769,3.88
634.4272,8.15
635.0317,10.38
635.3803,3.88
635.4214,8.37
635.4764,10.92
635.8913,8.98
635.9121,5.15
635.9345,5.3
635.9863,6.14
636.0044,10.38
636.3549,3.52
636.3827,3.88
636.4607,10.88
637.3595,3.6
637.4938,8.15
638.0016,4.97
638.3614,3.47
638.3643,7.81
638.4245,10.72
638.4864,10.86
639.0812,10.36
640.0877,10.36
640.1715,10.66
640.4758,8.48
640.5,10.93
640.9253,5.4
641.1723,10.68
641.4764,8.48
641.9246,5.37
641.9744,5.2
642.0798,10.43
642.0863,10.36
642.4525,10.55
642.987,8.03
644.394,8.51
644.3976,7.63
644.414,7.48
644.4981,8.3
644.9212,5.33
644.9568,5.21
645.4987,10.92
646.1366,10.96
646.1594,5.7
646.3335,7.97
647.1374,10.97
647.4801,10.88
648.1258,10.99
648.1343,10.97
648.1747,5.86
648.2434,3.25
648.9859,4.97
649.1349,10.97
649.18,5.85
649.494,8.52
649.9417,5.19
650.1321,10.97
650.1335,10.37
650.372,3.77
650.4591,8.36
650.9375,10.38
651.1304,10.96
651.3754,3.77
652.3823,8.38
652.5015,10.88
652.933,10.38
653.3798,3.77
653.387,8.38
653.5048,10.89
653.9233,5.47
654.3073,10.43
654.3074,8.82
654.3853,8.39
654.4129,10.87
654.4845,10.88
654.5143,10.8
655.1841,5.57
655.9343,5.38
655.9494,5.39
655.989,5.11
656.0751,10.66
656.165,10.96
656.4279,11.01
656.4337,10.03
656.4799,10.26
656.9199,5.49
657.0758,10.67
657.1463,10.88
657.1653,10.96
657.4314,11.01
657.4371,10.03
657.9368,5.35
657.9674,5.03
658.0731,10.66
658.1248,10.95
658.1637,10.96
659.1632,10.96
659.4129,10.03
659.9496,5.45
660.0682,10.73
660.1612,10.96
660.516,10.28
660.9318,5.36
661.4925,10.91
661.894,5.51
661.9277,5.88
661.9313,8.37
662.1849,5.88
662.5338,10.86
662.9598,5.48
663.9569,8.83
664.3871,3.66
664.9602,8.84
666.3292,9.86
667.3313,9.86
669.2513,2.88
669.9641,9.26
670.0108,4.92
670.1806,10.97
670.4438,8.06
670.9507,4.95
670.9679,9.26
671.1816,10.97
671.9544,4.95
672.1059,10.77
672.1791,10.97
672.2734,11.05
672.3922,4.47
672.9194,5.65
673.1068,10.74
673.1614,10.97
673.2767,11.04
673.9803,5.11
674.1035,10.77
674.1364,10.61
674.1589,10.97
674.1702,10.98
674.5298,10.89
675.9268,5.52
675.9606,8.42
676.0012,1.22
676.1008,10.72
676.1531,10.97
676.9429,6.09
676.964,8.43
677.1139,10.53
677.9404,5.45
677.9629,1.23
677.9672,8.43
678.3678,3.84
678.403,3.99
678.9232,5.56
679.1121,10.36
680.3824,3.61
680.92,5.56
680.9368,5.63
681.3857,3.61
682.0711,6.83
682.3021,11.05
682.377,5.95
683.0732,6.82
683.304,11.05
683.5072,10.69
683.8781,5.53
684.0221,5.57
684.0693,6.82
684.4286,4.35
684.467,10.9
684.5262,10.56
685.0031,10.39
685.4322,4.37
685.5298,10.55
685.923,3.06
685.9309,5.5
686.1762,10.88
686.4773,10.52
686.5243,10.65
686.5351,10.65
687.4807,10.51
687.5374,10.64
687.9286,5.55
687.9589,5.46
687.9952,5.43
688.1374,10.79
688.191,7.82
688.3484,3.82
688.3964,8.07
688.4052,4.65
688.4225,7.68
688.4855,10.77
689.1492,10.84
689.192,7.81
689.4986,10.69
690.1374,10.81
690.419,4.6
690.5617,10.82
690.9229,5.61
691.1344,10.81
691.1896,7.81
691.9192,5.62
691.9713,5.47
691.9777,1.36
692.4043,11.01
694.3981,3.89
694.4033,10.99
694.4807,10.75
694.485,8.38
694.9204,5.71
695.4015,3.89
695.4834,10.78
695.4881,8.39
696.3181,11.02
696.4028,3.89
697.3216,11.01
697.3923,3.89
698.1715,6.24
698.2846,5.36
699.2935,11.04
699.4235,10.87
699.9239,9.47
700.2964,11.03
700.4266,10.87
700.4598,10.01
700.9273,9.47
701.4629,10.02
701.922,9.47
703.4476,10
703.9202,5.8
705.9501,5.6
705.9888,5.63
706.004,5.57
706.3046,5.91
706.9194,5.78
707.9365,5.6
708.4135,3.76
709.4174,3.76
709.9615,5.73
712.1383,8.89
712.1505,8.85
712.1857,6.23
712.9395,6.09
713.1448,8.85
713.9539,9.26
713.9569,6.63
714.1372,8.89
714.3649,4.07
714.4802,4.26
714.9375,6.09
714.957,9.26
715.514,10.76
715.9605,9.26
716.1332,8.89
716.2213,9
716.3785,4.76
716.3813,4.07
716.4184,4.51
716.4493,11.01
716.4618,10.95
716.9196,5.98
718.22,9
718.4766,10.67
718.9171,5.94
719.9982,5.51
720.1551,10.99
720.4266,10.95
720.4925,10.61
721.1556,10.99
721.5137,10.67
721.8727,5.92
721.9616,5.76
722.1533,10.99
722.3929,3.98
722.4291,4.08
722.9246,5.94
723.1533,10.99
723.4333,4.09
723.9782,5.62
724.1511,10.98
724.4084,3.7
724.9739,5.6
725.1506,10.98
725.4115,3.71
725.9236,5.86
725.9571,8.86
726.3818,8.07
726.4031,6
726.9612,8.86
726.9771,5.57
727.9531,5.85
728.0553,5.74
728.3439,11.1
728.9202,5.94
728.9567,5.86
729.3472,11.1
729.9245,5.94
730.146,10.93
730.1835,10.98
730.3463,10.41
730.4681,9.98
730.5016,10.35
730.9097,5.95
730.9177,5.95
730.9871,5.57
731.1843,10.98
732.1297,10.92
732.1458,10.91
732.1822,10.98
732.4472,7.7
733.122,10.9
733.1815,10.97
733.8754,5.92
734.1797,10.98
735.1777,10.98
735.3998,10.88
736.3998,6.01
736.4026,10.84
737.3987,10.87
737.9129,5.81
737.9267,5.79
737.932,5.81
738.4,10.85
738.4241,3.99
738.5112,8.4
739.4275,3.99
739.9516,5.81
740.4269,3.99
740.5166,4.26
740.9204,5.98
741.4184,3.99
741.9683,5.83
742.3603,10.69
742.3992,4.04
744.199,10.98
744.3633,10.66
744.4134,4.95
744.4849,9.98
744.9127,6.05
744.9224,5.95
745.2001,10.99
745.4167,4.97
745.429,10.83
745.4844,9.98
745.8745,6.02
745.928,5.92
746.1981,10.98
746.4182,4.98
747.1881,10.97
747.4685,9.98
748.1042,9.38
748.1773,10.98
748.9775,5.59
749.1734,10.99
749.9349,5.86
750.1035,9.38
750.1191,8.82
750.1719,10.99
750.188,10.99
751.1036,9.38
751.1705,10.98
751.9482,5.98
752.1157,8.82
752.4398,3.87
753.1167,8.81
753.9222,5.87
753.9596,6.03
753.9744,6.03
754.1133,8.82
754.4446,3.85
755.9503,5.96
755.9837,6.06
756.9203,5.91
756.9556,5.96
757.9336,5.89
757.9569,5.94
758.068,6.83
758.3906,4.16
759.4443,10.86
759.9586,5.88
760.4478,10.86
762.4206,10.86
763.4237,10.86
764.472,10.95
765.901,5.76
766.4187,4.08
766.455,4.17
766.4882,10.86
767.4572,4.17
767.9438,6.02
767.9655,8.15
768.089,8.84
768.4345,3.79
769.947,5.93
769.9628,5.98
770.0864,8.84
770.4291,6.05
770.9453,5.91
770.9531,5.92
771.9405,5.94
771.9565,5.96
772.0845,8.84
772.4446,5.96
772.5208,10.91
773.5266,10.91
774.0827,8.83
774.3874,3.17
775.9201,6.17
775.9538,9.26
776.4427,10.83
776.6184,10.91
776.9573,9.26
777.9363,6.14
777.9601,9.26
778.9169,6.25
780.908,6.18
782.4505,4.09
782.5343,8.39
783.4537,4.09
783.8716,6.2
783.9433,6.11
784.5571,8.65
786.0055,5.86
786.5549,8.66
787.5585,8.7
787.9239,6.15
787.9346,6.13
788.5121,9.95
789.9478,6.17
790.3649,10.36
790.5085,9.94
790.9173,6.16
791.9132,6.19
791.9502,6.1
791.9643,6.11
792.5041,10.88
792.9608,6.08
793.37,10.35
793.4168,4.5
793.867,1.52
793.9496,5.98
796.4658,3.95
797.4695,3.96
798.1702,11.02
798.4706,3.96
800.419,1.05
805.9423,6.22
806.9111,6.2
807.634,10.23
809.9291,6.08
809.9552,6.34
810.4803,4.28
811.2186,10.18
811.487,4.27
812.4604,3.88
813.2348,10.38
814.2376,10.37
815.9655,5.97
816.4483,6.08
816.9131,6.62
818.2171,10.97
818.9124,6.53
818.9656,6.31
819.2185,10.99
820.216,10.99
821.1988,10.99
821.9354,6.18
821.9448,6.18
822.1948,11.01
823.1921,11
824.1915,11.01
825.188,11
825.2347,10.38
825.9177,6.42
825.9429,6.19
826.1882,11
826.4764,4.18
827.2439,10.38
827.4792,4.2
827.56,8.33
827.8743,6.4
827.8926,6.41
827.9464,6.42
828.4075,8.06
828.4786,4.2
828.9155,6.46
828.9499,6.42
829.4111,8.06
829.4695,4.2
829.9515,6.41
830.4139,8.06
831.9414,6.35
832.537,9.92
833.9198,7.45
835.8944,6.27
836.4694,5.37
839.9419,6.32
840.4921,4.04
840.9105,6.46
841.9034,6.43
841.929,6.5
843.4157,4.51
843.9154,6.47
843.9319,6.45
843.9404,6.46
844.4187,4.51
844.4683,8.52
848.9719,6.07
849.9282,6.4
850.9391,6.39
855.5088,4.35
855.9346,6.34
856.4867,3.97
858.4812,6.12
859.4801,3.97
859.9346,6.63
860.4745,6.12
865.9044,6.41
867.9585,8.73
870.5021,4.27
870.9402,6.19
871.5049,4.27
872.5032,4.27
876.5635,9.9
877.5675,9.9
884.0093,6.83
884.5178,4.13
885.9975,6.42
886.0005,6.42
887.0037,6.4
888.4284,8.06
889.4316,8.06
890.4346,8.06
892.5352,11.05
894.1612,10.82
895.1612,10.81
896.142,10.57
896.1585,10.77
897.1582,10.73
898.1411,10.62
898.893,7.7
898.971,6.71
900.1387,10.61
900.513,4.06
901.0344,6.38
902.5158,4.06
903.51,6.16
904.499,6.16
906.9914,6.82
914.5286,4.35
914.9625,6.66
915.5319,4.35
916.5249,4.34
916.604,10.84
917.5193,4.34
917.6073,10.85
920.5893,9.88
922.9129,7.01
927.9394,6.97
928.544,4.2
928.9053,7.16
929.5487,4.2
930.9191,7.07
940.6476,4.59
940.9058,7.21
941.6503,4.59
941.9091,7.05
942.2102,10.82
942.6472,4.59
942.9111,7.03
943.9166,6.97
943.9335,6.93
944.2082,10.86
944.5389,4.14
945.2082,10.84
946.2065,10.9
946.539,4.14
947.2069,10.86
947.5337,4.14
947.9091,6.89
948.1959,10.84
948.9098,7.07
952.2382,10.77
953.2396,10.78
955.2369,10.79
955.9291,6.89
956.8978,7.17
958.5545,4.42
959.5576,4.42
960.9123,7.27
961.5457,4.42
961.9017,7.13
962.911,7.13
962.9267,7.08
966.2541,10.75
967.2551,10.7
969.2405,10.78
969.9918,6.71
970.2347,10.8
971.2311,10.69
972.2291,10.78
972.569,4.28
973.2272,10.88
973.5717,4.29
974.9555,6.96
976.6246,10.83
976.9091,7.16
977.6275,10.83
978.9006,7.35
978.9385,5.73
988.5648,4.21
989.5678,4.21
990.5631,4.22
994.8948,7.22
997.9054,8.94
998.9085,7.6
1000.9072,7.54
1002.5804,4.5
1016.8418,7.62
1016.9006,7.66
1017.5986,4.35
1017.8724,7.62
1017.8888,7.61
1017.9169,7.62
1018.8837,7.64
1018.8973,7.63
1018.9143,7.61
1019.8894,7.65
1019.9021,7.64
1019.9173,7.6
1021.8553,7.63
1021.8608,7.67
1021.8731,7.64
1022.8702,7.63
1023.8517,7.65
1025.9376,10.2
1027.2142,9.26
1032.5907,4.28
1035.5871,4.27
1044.9292,7.64
1044.9416,7.63
1046.6067,4.56
1047.6105,4.56
1049.6006,4.56
1057.9215,7.65
1057.9267,7.64
1072.9628,7.62
1076.6168,4.35
1079.6146,4.35
1084.9325,7.69
1090.6336,4.62
1091.6359,4.62
1092.6299,4.62
1093.8369,8.86
1094.8401,8.85
1095.8338,8.86
1096.8363,8.86
1097.832,8.86
1105.6464,4.48
1120.6428,4.43
1123.6383,4.42
1127.927,7.97
1135.662,4.68
1135.887,5.82
1164.6694,4.49
1166.2641,11.01
1166.6695,4.49
1174.0092,10.11
1179.6912,4.73
1180.6815,4.73
1191.289,10.99
1192.2875,11.01
1193.285,10.99
1194.2845,11.01
1195.284,11.01
1202.0395,10.38
1208.6958,4.54
1209.6985,4.54
1222.7123,4.79
1223.7127,4.79
